Symbol,Ticker,Name,Market Cap (Original),Original Currency,Market Cap (EUR),Market Cap (USD),Exchange,Price,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE,Timestamp
VIPS,VIPS,Vipshop Holdings Limited,7001789751,USD,7001789751,7001789751,NYSE,13.89,true,"Vipshop Holdings Limited operates online platforms for various brands in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers women's apparel, such as casual wear, jeans, dresses, outerwear, lingerie, pajamas, and maternity clothes; men's apparel comprising casual and smart-casual T-shirts, polo shirts, jackets, pants, and underwear; and skin care and cosmetic products, including cleansers, lotions, face and body creams, face masks, sunscreen, foundations, lipsticks, eye shadows, and other cosmetics-related items. It also provides shoes and bags, which comprises casual and formal shoes, purses, satchels, luggage, duffel bags, and wallets; handbags; apparel, gears and accessories, furnishings and decor, toys, and games for boys, girls, infants, and toddlers; sportswear, sports gear, and footwear for various sporting activities; home furnishings, such as bed and bath products, home decor, kitchen and tabletop items, and home appliances; and consumer electronic products. In addition, the company offers food and snacks, beverages, fresh produce, and pet goods; beauty products; and internet finance services, including consumer and supplier financing, and microcredit. Vipshop Holdings Limited provides its branded products through its vip.com and vipshop.com online platforms, as well as through its internet website and cellular phone application. Further, it offers warehousing, logistics, product procurement, research and development, technology development, and consulting services; software development and information technology support solutions; and supply chain services. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",https://www.vip.com,14638,112856020000,112856020000,,,,,,,2025-01-23T14:09:15.379508+00:00
LEVI,LEVI,Levi Strauss & Co.,6990339061,USD,6990339061,6990339061,NYSE,17.62,true,"Levi Strauss & Co. operates as an apparel company. The company designs, markets, and sells jeans, casual and dress pants, activewear, tops, shorts, skirts, dresses, jackets, footwear, and related accessories for men, women, and children in the Americas, Europe, and Asia. It also sells its products under the Levi's, Dockers, Signature by Levi Strauss & Co., and Denizen brands. In addition, the company licenses Levi's and Dockers trademarks for various product categories, including footwear, belts, wallets and bags, outerwear, sweaters, dress shirts, kids wear, sleepwear, and hosiery. Further, it sells its products through third-party retailers, such as department stores, specialty retailers, third-party e-commerce sites, and franchisees who operate brand-dedicated stores; and directly to consumers through various formats, including company-operated mainline and outlet stores, company-operated e-commerce sites, and select shop-in-shops located in department stores, and other third-party retail locations. The company also operates approximately 3,100 brand-dedicated stores and shop-in-shops. The company was founded in 1853 and is headquartered in San Francisco, California.",https://www.levistrauss.com,19100,6179000000,6179000000,,,,,,,2025-01-23T14:09:10.022191+00:00
MKS.L,MKS.L,Marks and Spencer Group plc,6689145341,GBp,6689145341,6689145341,LSE,331.2,true,"Marks and Spencer Group plc operates various retail stores. It operates through five segments: UK Clothing & Home, UK Food, International, Ocado, and All Other. The company offers protein deli and dairy; produce; ambient and in-store bakery; meals dessert and frozen; and hospitality and Food on the Move' products. The company also provides womenswear, menswear, lingerie, kids wear, and home products; financial services, including credit cards, payment solutions, insurances, savings, and loans; and renewable energy services. In addition, it invests in and develops real estate properties; operates international franchises; and provides its products online. The company also exports its products. It operates 1,487 stores in worldwide. The company was founded in 1884 and is headquartered in London, the United Kingdom.",https://corporate.marksandspencer.com,64000,13040100000,13040100000,,,,,,,2025-01-23T14:08:34.541760+00:00
ANF,ANF,Abercrombie & Fitch Co.,6476418039,USD,6476418039,6476418039,NYSE,128.57,true,"Abercrombie & Fitch Co., through its subsidiaries, operates as a specialty retailer. The company operates in two segments, Hollister and Abercrombie. It offers an assortment of apparel, personal care products, and accessories for men, women, and children under the Hollister, Abercrombie & Fitch, abercrombie kids, Moose, Seagull, Gilly Hicks, and Social Tourist brands. As of January 29, 2022, it operated approximately 729 retail stores in Europe, Asia, Canada, the Middle East, United States, and internationally. The company sells products through its stores; various third-party wholesale, franchise, and licensing arrangements; and e-commerce platforms. Abercrombie & Fitch Co. was founded in 1892 and is headquartered in New Albany, Ohio.",https://www.abercrombie.com,6700,4280676999,4280676999,,,,,,,2025-01-23T14:09:18.550548+00:00
CROX,CROX,"Crocs, Inc.",5982085008,USD,5982085008,5982085008,NASDAQ,102.64,true,"Crocs, Inc., together with its subsidiaries, designs, develops, manufactures, markets, and distributes casual lifestyle footwear and accessories for men, women, and children. It offers various footwear products, including clogs, sandals, slides, flip-flops, boots, flats, wedges, platforms, socks, shoe charms, loafers, sneakers, and slippers under the Crocs brand name. The company sells its products in approximately 85 countries through wholesalers, retail stores, e-commerce sites, and third-party marketplaces. As of December 31, 2021, it had 193 outlet stores, 107 retail stores, 373 company-operated stores, 73 kiosks and store-in-stores, and 14 company-operated e-commerce sites. The company serves in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. Crocs, Inc. was founded in 1999 and is headquartered in Broomfield, Colorado.",https://www.crocs.com,7030,3962347000,3962347000,,,,,,,2025-01-23T14:09:10.256035+00:00
002269.SZ,002269.SZ,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd.",5653125000,CNY,5653125000,5653125000,SHZ,2.25,true,"Shanghai Metersbonwe Fashion and Accessories Co., Ltd. researches, designs, develops, produces, and distributes casual wear products in the People's Republic of China. The company is also involved in the franchisee distribution activity. It offers its products under the Metersbonwe, ME&CITY, MooMmoo, Me&City Kids, and CH'IN brand names. The company was founded in 1933 and is based in Shanghai, the People's Republic of China.",https://www.metersbonwe.com,992,1355728301,1355728301,,,,,,,2025-01-23T14:08:38.834648+00:00
URBN,URBN,"Urban Outfitters, Inc.",5435121190,USD,5435121190,5435121190,NASDAQ,58.9,true,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, Wholesale, and Nully. It operates Urban Outfitters stores, which offer women's and men's fashion apparel, activewear, intimates, footwear, accessories, home goods, electronics, and beauty products for young adults aged 18 to 28; and Anthropologie stores that provide women's casual apparel, accessories, intimates, shoes, and home furnishings, as well as gifts, decorative items, and beauty and wellness products for women aged 28 to 45. The company also operates Bhldn stores, which offer heirloom quality wedding gowns, bridesmaid frocks, party dresses, assorted jewelry, headpieces, footwear, lingerie, and decorations; and Terrain stores that provide lifestyle home products, garden and outdoor living products, antiques, live plants, flowers, wellness products, and accessories. In addition, it operates Free People retail stores, which offer casual women's apparel, intimates, activewear, shoes, accessories, home products, gifts, and beauty and wellness products for young women aged 25 to 30; restaurants; and women's apparel subscription rental service under the Nuuly brand name. The company serves its customers directly through retail stores, Websites, mobile applications, catalogs and customer contact centers, franchised or third-party operated stores, and digital businesses. As of January 31, 2022, it operated 261 Urban Outfitters, 238 Anthropologie Group, and 173 Free People stores in the United States, Canada, and Europe; and 10 restaurants, as well as two Urban Outfitters and one Anthropologie franchisee-owned stores. The company is also involved in the wholesale of young women's contemporary casual apparel, intimates, activewear, and shoes under the Free People brand; and home goods through department and specialty stores worldwide. The company was founded in 1970 and is based in Philadelphia, Pennsylvania.",https://www.urbn.com,10920,5153237000,5153237000,,,,,,,2025-01-23T14:09:16.301348+00:00
PVH,PVH,PVH Corp.,5352470172,USD,5352470172,5352470172,NYSE,96.21,true,"PVH Corp. operates as an apparel company worldwide. The company operates through six segments: Tommy Hilfiger North America, Tommy Hilfiger International, Calvin Klein North America, Calvin Klein International, Heritage Brands Wholesale, and Heritage Brands Retail. It designs, markets, and retails men's, women's, and children's apparel and accessories, including branded dress shirts, neckwear, sportswear, jeans wear, performance apparel, intimate apparel, underwear, swimwear, swim-related products, handbags, accessories, footwear, outerwear, home furnishings, luggage products, sleepwear, loungewear, hats, scarves, gloves, socks, watches and jewelry, eyeglasses and non-ophthalmic sunglasses, fragrance, home bed and bath furnishings, small leather goods, and other products. The company offers its products under its own brands, such as Tommy Hilfiger, Calvin Klein, Van Heusen, IZOD, ARROW, Warner's, Olga, Geoffrey Beene, and True&Co., as well as various other owned, licensed, and private label brands. It also licenses its own brands over various products. The company distributes its products at wholesale in department, chain, and specialty stores, as well as through warehouse clubs, mass market, and off-price and independent retailers; and through company-operated full-price, outlet stores, and concession locations, as well as through digital commerce sites. It markets its products to approximately 40 countries. PVH Corp. was founded in 1881 and is based in New York, New York.",https://www.pvh.com,17000,9217700000,9217700000,,,,,,,2025-01-23T14:09:15.103645+00:00
GRND3.SA,GRND3.SA,Grendene S.A.,5070139200,BRL,5070139200,5070139200,SAO,5.62,true,"Grendene S.A. develops, manufactures, distributes, and sells footwear for women, men, and children primarily in Brazil. The company sells its products under the Melissa, Rider, Grendha, Ipanema, Ilhabela, Zaxy, Cartago, Pega Forte, Grendene Kids, and Zizou brands. It also licenses the use of names and brands of Brazilian and international celebrities, and children's-market characters in the children's media. In addition, the company operates one Melissa showroom in Milan; a network of approximately 336 Clube Melissa franchised stores in Brazil; and four concept stores, including three Galeria Melissa stores in São Paulo, New York, and London, as well as a Casa Ipanema store in Rio de Janeiro. It sells its products through commercial representatives and distributors. The company also exports its products. Grendene S.A. was founded in 1971 and is headquartered in Sobral, Brazil.",https://www.grendene.com.br,16374,2433607000,2433607000,,,,,,,2025-01-23T14:08:36.460223+00:00
COLM,COLM,Columbia Sportswear Company,5014241815,USD,5014241815,5014241815,NASDAQ,87.67,true,"Columbia Sportswear Company, together with its subsidiaries, designs, sources, markets, and distributes outdoor, active, and everyday lifestyle apparel, footwear, accessories, and equipment in the United States, Latin America, the Asia Pacific, Europe, the Middle East, Africa, and Canada. The company provides apparel, accessories, and equipment that are used in various activities, such as skiing, snowboarding, hiking, climbing, mountaineering, camping, hunting, fishing, trail running, water sports, yoga, golf, and adventure travel. It also offers footwear products that include lightweight hiking boots, trail running shoes, rugged cold weather boots for activities on snow and ice, sandals and shoes for use in water activities, and function-first fashion footwear and casual shoes for everyday use. The company sells its products under the Columbia, Mountain Hardwear, SOREL, and prAna brand names through the company owned network of branded and outlet retail stores, brand-specific e-commerce sites, and concession-based arrangements with third-parties at branded outlet and shop-in-shop retail locations, as well as through independently operated specialty outdoor and sporting goods stores, sporting goods chains, department store chains, Internet retailers, and international distributors. As of December 31, 2021, it operated approximately 455 retail stores. The company was founded in 1938 and is headquartered in Portland, Oregon.",https://www.columbia.com,10070,3487203000,3487203000,,,,,,,2025-01-23T14:08:52.627456+00:00
BOOT,BOOT,"Boot Barn Holdings, Inc.",4989055032,USD,4989055032,4989055032,NYSE,163.44,true,"Boot Barn Holdings, Inc., a lifestyle retail chain, operates specialty retail stores in the United States. The company's specialty retail stores offer western and work-related footwear, apparel, and accessories for men, women, and kids. It offers boots, shirts, jackets, hats, belts and belt buckles, handbags, western-style jewelry, rugged footwear, outerwear, overalls, denim, and flame-resistant and high-visibility clothing. The company also provides gifts and home merchandise. As of May 10, 2022, it operated 304 stores in 38 states. The company also sells its products through e-commerce websites, including bootbarn.com; sheplers.com; and countryoutfitter.com. The company was formerly known as WW Top Investment Corporation and changed its name to Boot Barn Holdings, Inc. in June 2014. Boot Barn Holdings, Inc. was founded in 1978 and is based in Irvine, California.",https://www.bootbarn.com,3100,1667009000,1667009000,,,,,,,2025-01-23T14:09:20.644792+00:00
PUM.DE,PUM.DE,PUMA SE,4912543307,EUR,4912543307,4912543307,XETRA,33.17,true,"PUMA SE, together with its subsidiaries, designs, develops, sells, and markets footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company offers performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories, such as the Playseat. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",https://www.puma.com,21000,8601700000,8601700000,,,,,,,2025-01-23T14:08:31.816165+00:00
KTB,KTB,"Kontoor Brands, Inc.",4900425105,USD,4900425105,4900425105,NYSE,88.87,true,"Kontoor Brands, Inc., a lifestyle apparel company, designs, manufactures, procures, markets, and distributes denim, apparel, and accessories under the Wrangler, Lee, and Rock & Republic brands in the United States and internationally. It operates through two segments, Wrangler and Lee. The company sells its products primarily through mass merchants, specialty stores, mid-tier and traditional department stores, company-operated stores, and online. As of January 1, 2022, it operated 80 retail stores across the Americas, Europe, the Middle East, Africa, and the Asia-Pacific regions. The company was incorporated in 2018 and is headquartered in Greensboro, North Carolina.",https://www.kontoorbrands.com,13700,2607472000,2607472000,,,,,,,2025-01-23T14:09:10.502417+00:00
RVRC.ST,RVRC.ST,RVRC Holding AB (publ),4586816958,SEK,4586816958,4586816958,STO,43.16,true,"RVRC Holding AB (publ) provides outdoor and active lifestyle apparels in Sweden. It offers pants, jackets, sweaters and mid layers, and base layers apparels, as well as accessories, such as underwear, socks, shoes, hats, beanies, belts, gloves, collars, neck warmers, waterproofing and clothing care products, and other accessories through online stores. RVRC Holding AB (publ) was founded in 2013 and is based in Borås, Sweden.",https://www.revolutionrace.com,132,1840000000,1840000000,,,,,,,2025-01-23T14:08:43.929757+00:00
JD.L,JD.L,JD Sports Fashion plc,4180357904,GBp,4180357904,4180357904,LSE,80.653,true,"JD Sports Fashion plc engages in the retail of branded sports fashion and outdoor clothing, footwear, accessories, and equipment for kids, women, and men. It operates through Sports Fashion and Outdoor segments. The company also retails leisure goods, sports goods, fishing gear, watches, jewellery, camping goods, boats, and bicycles, as well as distributes sports apparel and accessories, footwear, and apparel. It offers its products under the JD, Size?, Footpatrol, Finish Line, Shoe Palace, DTLR, Livestock, Sprinter, Sport Zone, Sizeer, JD Gyms, Tessuti, Scotts, Go Outdoors, Blacks, Millets, Tiso, Ultimate Outdoors, Fishing Republic, and Naylors brands. The company also operates online business. In addition, it licenses fashion brands and operates fitness centers; operates as online own label women's fashion retailer; and manufactures and distributes professional fitness equipment. The company operates 3,402 stores. It has operations in the United Kingdom, Australia, Austria, Belgium, Bulgaria, Canada, Cyprus, the Czech Republic, Denmark, Dubai, Estonia, Finland, France, Germany, Greece, Hong Kong, Hungary, India, Indonesia, Israel, Italy, Latvia, Lithuania, Malaysia, the Netherlands, New Zealand, Poland, Portugal, Republic of Ireland, Romania, Singapore, Slovakia, South Korea, Spain and the Canary Islands, Sweden, Thailand, and the United States. The company was founded in 1981 and is headquartered in Bury, the United Kingdom. JD Sports Fashion plc is a subsidiary of Pentland Group Limited.",https://www.jdplc.com,79717,10542000000,10542000000,,,,,,,2025-01-23T14:08:35.152673+00:00
UNF,UNF,UniFirst Corporation,4092478981,USD,4092478981,4092478981,NYSE,229.22,true,"UniFirst Corporation provides workplace uniforms and protective work wear clothing in the United States, Europe, and Canada. The company operates through U.S. and Canadian Rental and Cleaning, Manufacturing, Specialty Garments Rental and Cleaning, and First Aid segments. It designs, manufactures, personalizes, rents, cleans, delivers, and sells a range of uniforms and protective clothing, including shirts, pants, jackets, coveralls, lab coats, smocks, and aprons; and specialized protective wear, such as flame resistant and high visibility garments. The company also rents and sells industrial wiping products, floor mats, facility service products, and dry and wet mops; restroom and cleaning supplies comprising air fresheners, paper products, gloves, masks, sanitizers, and hand soaps; and other textile products. In addition, it provides first aid cabinet services and other safety supplies; decontaminates and cleans work clothes, and other items that is exposed to radioactive materials; and services special cleanroom protective wear and facilities. Further, it offers a range of garment service options, including full-service rental programs in which garments are cleaned and serviced; lease programs in which garments are cleaned and maintained by individual employees; and purchase programs to buy garments and related items directly. The company serves automobile service centers and dealers, delivery services, food and general merchandise retailers, food processors and service operations, light manufacturers, maintenance facilities, restaurants, service companies, soft and durable goods wholesalers, transportation companies, healthcare providers, government agencies, research and development laboratories, high technology companies, and utilities operating nuclear reactors, as well as others who require employee clothing for image, identification, protection, or utility purposes. UniFirst Corporation was founded in 1936 and is headquartered in Wilmington, Massachusetts.",https://www.unifirst.com,16000,2427431000,2427431000,,,,,,,2025-01-23T14:09:20.854670+00:00
M,M,"Macy's, Inc.",4053485600,USD,4053485600,4053485600,NYSE,14.6,true,"Macy's, Inc., an omni-channel retail organization, operates stores, Websites, and mobile applications. The company sells a range of merchandise, such as apparel and accessories for men, women, and children; cosmetics; home furnishings; and other consumer goods. As of January 29, 2022, it operated 725 department stores in the District of Columbia, Puerto Rico, and Guam under the Macy's, Macy's Backstage, Market by Macy's, Bloomingdale's, Bloomingdale's The Outlet, Bloomies, and bluemercury brands. It also operates in Dubai, the United Arab Emirates, and Al Zahra, Kuwait under the license agreements. The company also operates as a beauty products and spa retailer. The company was formerly known as Federated Department Stores, Inc. and changed its name to Macy's, Inc. in June 2007. Macy's, Inc. was founded in 1830 and is based in New York, New York.",https://www.macysinc.com,85581,23866000000,23866000000,,,,,,,2025-01-23T14:08:51.351686+00:00
ALPA4.SA,ALPA4.SA,Alpargatas S.A.,4025707622,BRL,4025707622,4025707622,SAO,6.2,true,"Alpargatas S.A. engages in the manufacture and sale of footwear, clothing, and accessories. It offers sandals under the Havaianas and Dupé brands; clothes under the Osklen brand; and footwear, clothing, and accessories under the Mizuno brand. The company was formerly known as São Paulo Alpargatas S.A. and changed its name to Alpargatas S.A. in 2010. Alpargatas S.A. was founded in 1907 and is headquartered in Sao Paulo, Brazil.",https://www.alpargatas.com.br,,3734146000,3734146000,,,,,,,2025-01-23T14:08:36.815433+00:00
JWN,JWN,"Nordstrom, Inc.",3994137400,USD,3994137400,3994137400,NYSE,24.2,true,"Nordstrom, Inc., a fashion retailer, provides apparels, shoes, beauty, accessories, and home goods for women, men, young adults, and children. It offers a range of brand name and private label merchandise through various channels, such as Nordstrom branded stores and online at Nordstrom.com; TrunkClub.com; Nordstrom.ca; Nordstrom stores; Nordstrom Rack stores; Nordstrom Locals; Nordstromrack.com and HauteLook; clearance stores under the Last Chance name; Trunk Club clubhouses; and Jeffrey boutiques. As of December 31, 2021, the company operated 94 Nordstrom stores and 240 Nordstrom Rack stores in the United States; 2 clearance stores; and 7 Nordstrom Local service hubs, as well as 6 Nordstrom stores and 7 Nordstrom Rack stores in Canada. Nordstrom, Inc. was founded in 1901 and is headquartered in Seattle, Washington.",https://press.nordstrom.com,54000,14693000000,14693000000,,,,,,,2025-01-23T14:08:51.849287+00:00
BRBY.L,BRBY.L,Burberry Group plc,3693462820,GBp,3693462820,3693462820,LSE,1035.5,true,"Burberry Group plc, together with its subsidiaries, manufactures, retails, and wholesales luxury goods under the Burberry brand. The company operates in two segments, Retail/Wholesale and Licensing. It provides womenswear, menswear, childrenswear, beauty, eyewear, shoes, and accessories, as well as leather goods, such as bags. The company also licenses third parties to manufacture and distribute products using the Burberry trademarks. Burberry Group plc sells its products through Burberry mainline stores, concessions, outlets, digital commerce, Burberry franchisees, department stores, and multi-brand specialty accounts, as well as through Burberry.com website. As of April 2, 2022, the company operated 218 stores, 143 concession stores, 57 outlets, and 38 franchise stores. It operates in the Asia Pacific, Europe, the Middle East, India, Africa, and the Americas. Burberry Group plc was founded in 1856 and is headquartered in London, the United Kingdom.",https://www.burberryplc.com,9336,2968000000,2968000000,,,,,,,2025-01-23T14:08:30.571080+00:00
UA,UA,"Under Armour, Inc.",3521646927,USD,3521646927,3521646927,NYSE,7.68,true,"Under Armour, Inc., together with its subsidiaries, engages in the developing, marketing, and distributing performance apparel, footwear, and accessories for men, women, and youth. The company offers its apparel in compression, fitted, and loose fit types. It also provides footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital subscription and advertising services under the MapMyRun and MapMyRide platforms. It primarily offers its products under the UNDER ARMOUR, UA, HEATGEAR, COLDGEAR, HOVR, PROTECT THIS HOUSE, I WILL, UA Logo, ARMOUR FLEECE, and ARMOUR BRA brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 422 brand and factory house stores, as well as through e-commerce websites. It operates in the United States, Canada, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. Under Armour, Inc. was incorporated in 1996 and is headquartered in Baltimore, Maryland.",https://www.underarmour.com,6800,5701879000,5701879000,,,,,,,2025-01-23T14:09:16.062207+00:00
AEO,AEO,"American Eagle Outfitters, Inc.",3300312360,USD,3300312360,3300312360,NYSE,17.18,true,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands. The company provides jeans, and specialty apparel and accessories for women and men; and intimates, apparel, activewear, and swim collections, as well as personal care products for women. It also offers graphic tees and other clothing products under the Tailgate brand name; and menswear products under the Todd Snyder New York brand name. As of January 29, 2022, the company operated 880 American Eagle stores, 244 Aerie brand stand-alone stores, and five Todd Snyder stores in the United States, Canada, Mexico, and Hong Kong. It also ships to 81 countries through its Websites; and offers its merchandise at 260 locations operated by licensees in 28 countries, as well as provides products through its Websites ae.com, aerie.com, and toddsnyder.com. American Eagle Outfitters, Inc. was founded in 1977 and is headquartered in Pittsburgh, Pennsylvania.",https://www.aeo-inc.com,10300,5261770000,5261770000,,,,,,,2025-01-23T14:09:16.902920+00:00
VSCO,VSCO,Victoria's Secret & Co.,3034793760,USD,3034793760,3034793760,NYSE,38.6,true,"Victoria's Secret & Co. operates as a specialty retailer of women's intimate, personal care, and beauty products worldwide. The company offers bras, panties, lingerie, sleepwear, loungewear, and athletic attire and swimwear, as well as fragrances and body care products, and accessories under the Victoria's Secret and PINK brands. As of March 2, 2022, it operated approximately 1,400 retail stores. The company was incorporated in 2021 and is headquartered in Reynoldsburg, Ohio.",https://www.victoriassecretandco.com,30000,6182000000,6182000000,,,,,,,2025-01-23T14:09:10.619110+00:00
SHOO,SHOO,"Steven Madden, Ltd.",3013974250,USD,3013974250,3013974250,NASDAQ,41.75,true,"Steven Madden, Ltd. designs, sources, markets, and sells fashion-forward branded and private label footwear, accessories, and apparel for women, men, and children in the United States and internationally. Its Wholesale Footwear segment provides footwear under the Steve Madden, Steven by Steve Madden, Madden Girl, BB Dakota, Dolce Vita, DV Dolce Vita, Betsey Johnson, GREATS, Blondo, Anne Klein, Mad Love, Superga, Madden NYC, and COOL Planet brands, as well as private label footwear. The company's Wholesale Accessories/Apparel segment offers handbags, apparel, small leather goods, belts, soft accessories, fashion scarves, wraps, gifting, and other accessories under the Steve Madden, BB Dakota, Anne Klein, Betsey Johnson, Cejon, Madden NYC, and Dolce Vita brands, as well as private label handbag and accessories to department stores, mass merchants, off-price retailers, online retailers, specialty stores, and independent stores. Its Direct-to-Consumer segment operates Steve Madden and Superga full-price retail stores, Steve Madden outlet stores, and Steve Madden shop-in-shops, as well as digital e-commerce websites, including SteveMadden.com, DolceVita.com, betseyjohnson.com, Blondo.com, GREATS.com, and Superga-USA.com. The company's Licensing segment licenses its Steve Madden, Madden Girl, and Betsey Johnson trademarks. Its First Cost segment operates as a buying agent for footwear products under private labels for national chains, specialty retailers, and value-priced retailers. As of December 31, 2021, it owned and operated 214 brick-and-mortar retail stores that included 147 Steve Madden full-price stores, 66 Steve Madden outlet stores, and 1 Superga store, as well as 6 e-commerce websites. Steven Madden, Ltd. was incorporated in 1990 and is headquartered in Long Island City, New York.",https://www.stevemadden.com,2900,1981582000,1981582000,,,,,,,2025-01-23T14:09:17.286692+00:00
BOSS.DE,BOSS.DE,Hugo Boss AG,2995301648,EUR,2995301648,2995301648,XETRA,43.4,true,"Hugo Boss AG, together with its subsidiaries, develops, markets, and distributes clothes, shoes, and accessories for men and women worldwide. It offers business, casual, athleisure, and evening wear; shoes and accessories; and licensed products, including fragrances, eyewear, and watches, as well as children's fashion products. The company markets and sells its products under the BOSS and HUGO brand names through online stores, freestanding stores, shop-in-shops, and factory outlets. As of December 31, 2021, it operated 1,228 retail points of sale. The company was founded in 1924 and is headquartered in Metzingen, Germany.",https://www.hugoboss.com,18209,4197459000,4197459000,,,,,,,2025-01-23T14:08:34.849148+00:00
HBI,HBI,Hanesbrands Inc.,2964491360,USD,2964491360,2964491360,NYSE,8.41,true,"Hanesbrands Inc., a consumer goods company, designs, manufactures, sources, and sells a range of basic apparel for men, women, and children. The company operates through three segments: Innerwear, Activewear, and International. It sells men's underwear, women's panties, children's underwear, activewear, and socks, as well as intimate apparel, such as bras and shapewears; home goods; and T-shirts, fleece, performance apparel, sport shirts, performance T-shirts and shorts, sports bras, teamwear, and thermals, as well as licensed logo apparel in collegiate bookstores, mass retailers, and other channels. The company licenses its Champion name for footwear and sports accessories. Hanesbrands Inc. provides its products primarily under the Hanes, Champion, Maidenform, JMS/Just My Size, Bali, Polo Ralph Lauren, Playtex, DKNY, Alternative, Gear for Sports, Comfortwash, Hanes Beefy-T, Bonds, DIM, Sheridan, Bras N Things, Lovable, Wonderbra, Berlei, Abanderado, Shock Absorber, Zorba, Explorer, Sol y Oro, Maidenform, Rinbros, and Bellinda brand names. The company markets its products through retailers, wholesalers, and third-party embellishers. As of January 2, 2022, it operated 216 retail and direct outlet stores in the United States and the Commonwealth of Puerto Rico, as well as 626 retail and outlet stores internationally. The company also sells its products in Europe, Australia, Asia, Latin America, Canada, the Middle East, Africa, Mexico, and Brazil. Hanesbrands Inc. was founded in 1901 and is headquartered in Winston-Salem, North Carolina.",https://www.hanes.com,47000,5636523000,5636523000,,,,,,,2025-01-23T14:09:15.609841+00:00
CPRI,CPRI,Capri Holdings Limited,2896655580,USD,2896655580,2896655580,NYSE,24.57,true,"Capri Holdings Limited designs, markets, distributes, and retails branded women's and men's apparel, footwear, and accessories in the United States, Canada, Latin America, Europe, the Middle East, Africa, and Asia. It operates through three segments: Versace, Jimmy Choo, and Michael Kors. The company offers ready-to-wear, accessories, footwear, handbags, scarves and belts, small leather goods, eyewear, watches, jewelry, fragrances, and home furnishings through a distribution network, including boutiques, department, and specialty stores, as well as through e-commerce sites. It also licenses Versace brand name and trademarks to third parties to retail and/or wholesale its products; and has licensing agreements to the manufacture and sale of jeans, fragrances, watches, eyewear, and home furnishings. The company was formerly known as Michael Kors Holdings Limited and changed its name to Capri Holdings Limited in December 2018. Capri Holdings Limited was founded in 1981 and is headquartered in London, the United Kingdom.",https://www.capriholdings.com,10200,5170000000,5170000000,,,,,,,2025-01-23T14:08:51.012458+00:00
0709.HK,0709.HK,Giordano International Limited,2488901800,HKD,2488901800,2488901800,HKSE,1.54,true,"Giordano International Limited, an investment holding company, engages in the retail and distribution of men's, women's, and children's fashion apparel and accessories worldwide. It operates through two segments, Retail and Distribution; and Wholesales to Overseas Franchisees. The company sells its products under the Giordano, Giordano Junior, Giordano Ladies, BSX, and other owned and licensed brands through its own stores, as well as third party franchisees. As of December 31, 2021, the company operated a network of 2,056 points of sales. Giordano International Limited was founded in 1981 and is based in Kowloon, Hong Kong.",https://www.giordano.com,6800,3873000000,3873000000,,,,,,,2025-01-23T14:08:44.165473+00:00
